"AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP",,,,,,,,,,,,,,
SUPERINTENDÊNCIA DE DEFESA DA CONCORRÊNCIA,,,,,,,,,,,,,,
SISTEMA DE LEVANTAMENTO DE PREÇOS,,,,,,,,,,,,,,
INTERVALO DE TEMPO: SEMANAL,,,,,,,,,,,,,,
PERÍODO: 18/05/2025 A 24/05/2025,,,,,,,,,,,,,,
COMBUSTÍVEL: TODOS,,,,,,,,,,,,,,
TIPO RELATÓRIO: MUNICÍPIO,,,,,,,,,,,,,,
CNPJ,RAZÃO,FANTASIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICÍPIO,ESTADO,BANDEIRA,PRODUTO,UNIDADE DE MEDIDA,PREÇO DE REVENDA,DATA DA COLETA
 24051193.000.178/1   -  ,DEZ COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA,,PRACA DR JORGE,185,,CENTRO,37200-000,LAVRAS,MINAS GERAIS,VIBRA,GASOLINA COMUM,R$ / litro,6.29,5/22/25
 24051193.000.178/1   -  ,DEZ COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA,,PRACA DR JORGE,185,,CENTRO,37200-000,LAVRAS,MINAS GERAIS,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.39,5/22/25
 24051193.000.178/1   -  ,DEZ COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA,,PRACA DR JORGE,185,,CENTRO,37200-000,LAVRAS,MINAS GERAIS,VIBRA,DIESEL S10,R$ / litro,6.35,5/22/25
 24051193.000.178/1   -  ,DEZ COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA,,PRACA DR JORGE,185,,CENTRO,37200-000,LAVRAS,MINAS GERAIS,VIBRA,ETANOL,R$ / litro,4.69,5/22/25
 22828418.000.124/1   -  ,ALAN SOARES DE PAULA 11737292670,TELE GAS SANTO ANTONIO,RUA GUSTAVO RODRIGUES DA SILVA,36,LOJA B,SANTO ANTONIO,35171-046,CORONEL FABRICIANO,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.00,5/20/25
 22328325.000.130/1   -  ,MEXICO AUTO POSTO LTDA,,RUA RAIMUNDO CANTUARIA,3762,,NOVA PORTO VELHO,76820-180,PORTO VELHO,RONDONIA,IPIRANGA,GASOLINA COMUM,R$ / litro,6.97,5/20/25
 22328325.000.130/1   -  ,MEXICO AUTO POSTO LTDA,,RUA RAIMUNDO CANTUARIA,3762,,NOVA PORTO VELHO,76820-180,PORTO VELHO,RONDONIA,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,7.09,5/20/25
 22328325.000.130/1   -  ,MEXICO AUTO POSTO LTDA,,RUA RAIMUNDO CANTUARIA,3762,,NOVA PORTO VELHO,76820-180,PORTO VELHO,RONDONIA,IPIRANGA,DIESEL S500,R$ / litro,6.49,5/20/25
 22328325.000.130/1   -  ,MEXICO AUTO POSTO LTDA,,RUA RAIMUNDO CANTUARIA,3762,,NOVA PORTO VELHO,76820-180,PORTO VELHO,RONDONIA,IPIRANGA,DIESEL S10,R$ / litro,6.69,5/20/25
 15508362.000.165/1   -  ,POSTO PARADA CERTA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTE LTDA,,ROD BR 110,SN,"KM 343,6",JURACY MAGALHÃES,48040-210,ALAGOINHAS,BAHIA,RAIZEN,GASOLINA COMUM,R$ / litro,5.69,5/21/25
 15508362.000.165/1   -  ,POSTO PARADA CERTA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTE LTDA,,ROD BR 110,SN,"KM 343,6",JURACY MAGALHÃES,48040-210,ALAGOINHAS,BAHIA,RAIZEN,GASOLINA ADITIVADA,R$ / litro,5.99,5/21/25
 15508362.000.165/1   -  ,POSTO PARADA CERTA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTE LTDA,,ROD BR 110,SN,"KM 343,6",JURACY MAGALHÃES,48040-210,ALAGOINHAS,BAHIA,RAIZEN,DIESEL S500,R$ / litro,5.49,5/21/25
 15508362.000.165/1   -  ,POSTO PARADA CERTA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTE LTDA,,ROD BR 110,SN,"KM 343,6",JURACY MAGALHÃES,48040-210,ALAGOINHAS,BAHIA,RAIZEN,DIESEL S10,R$ / litro,5.59,5/21/25
 15508362.000.165/1   -  ,POSTO PARADA CERTA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTE LTDA,,ROD BR 110,SN,"KM 343,6",JURACY MAGALHÃES,48040-210,ALAGOINHAS,BAHIA,RAIZEN,ETANOL,R$ / litro,4.44,5/21/25
 10583881.000.174/1   -  ,POSTO MANDINHO LTDA,,AVENIDA PEDRO ALVARES CABRAL,1242,,VEREDAS,39440-087,JANAUBA,MINAS GERAIS,ALE,GASOLINA COMUM,R$ / litro,6.20,5/21/25
 10583881.000.174/1   -  ,POSTO MANDINHO LTDA,,AVENIDA PEDRO ALVARES CABRAL,1242,,VEREDAS,39440-087,JANAUBA,MINAS GERAIS,ALE,GASOLINA ADITIVADA,R$ / litro,6.25,5/21/25
 10583881.000.174/1   -  ,POSTO MANDINHO LTDA,,AVENIDA PEDRO ALVARES CABRAL,1242,,VEREDAS,39440-087,JANAUBA,MINAS GERAIS,ALE,DIESEL S500,R$ / litro,6.10,5/21/25
 10583881.000.174/1   -  ,POSTO MANDINHO LTDA,,AVENIDA PEDRO ALVARES CABRAL,1242,,VEREDAS,39440-087,JANAUBA,MINAS GERAIS,ALE,DIESEL S10,R$ / litro,6.30,5/21/25
 10583881.000.174/1   -  ,POSTO MANDINHO LTDA,,AVENIDA PEDRO ALVARES CABRAL,1242,,VEREDAS,39440-087,JANAUBA,MINAS GERAIS,ALE,ETANOL,R$ / litro,4.30,5/21/25
 14096313.000.108/1   -  ,AUTO POSTO GUARAPARI LTDA,,AVENIDA GOVERNADOR JONES DOS SANTOS NEVES,15,,VARZEA NOVA,29211-630,GUARAPARI,ESPIRITO SANTO,RAIZEN,GASOLINA COMUM,R$ / litro,6.49,5/19/25
 14096313.000.108/1   -  ,AUTO POSTO GUARAPARI LTDA,,AVENIDA GOVERNADOR JONES DOS SANTOS NEVES,15,,VARZEA NOVA,29211-630,GUARAPARI,ESPIRITO SANTO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,6.89,5/19/25
 14096313.000.108/1   -  ,AUTO POSTO GUARAPARI LTDA,,AVENIDA GOVERNADOR JONES DOS SANTOS NEVES,15,,VARZEA NOVA,29211-630,GUARAPARI,ESPIRITO SANTO,RAIZEN,DIESEL S500,R$ / litro,6.29,5/19/25
 14096313.000.108/1   -  ,AUTO POSTO GUARAPARI LTDA,,AVENIDA GOVERNADOR JONES DOS SANTOS NEVES,15,,VARZEA NOVA,29211-630,GUARAPARI,ESPIRITO SANTO,RAIZEN,ETANOL,R$ / litro,4.99,5/19/25
 24531887.000.102/1   -  ,WIANNY MONTE MARTINS,QUIXADA GÁS,AVENIDA JOSE CAETANO DE ALMEIDA,287,,CENTRO,63900-053,QUIXADA,CEARA,COPA ENERGIA,GLP,R$ / 13 kg,110.00,5/19/25
 14858382.000.284/1   -  ,AVILA E MASSUDA PRODUTOS DE PETROLEO LTDA,,AVENIDA BRASIL,143,,CENTRO,98801-590,SANTO ANGELO,RIO GRANDE DO SUL,IPIRANGA,GASOLINA COMUM,R$ / litro,6.64,5/21/25
 14858382.000.284/1   -  ,AVILA E MASSUDA PRODUTOS DE PETROLEO LTDA,,AVENIDA BRASIL,143,,CENTRO,98801-590,SANTO ANGELO,RIO GRANDE DO SUL,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.79,5/21/25
 14858382.000.284/1   -  ,AVILA E MASSUDA PRODUTOS DE PETROLEO LTDA,,AVENIDA BRASIL,143,,CENTRO,98801-590,SANTO ANGELO,RIO GRANDE DO SUL,IPIRANGA,DIESEL S500,R$ / litro,6.89,5/21/25
 14858382.000.284/1   -  ,AVILA E MASSUDA PRODUTOS DE PETROLEO LTDA,,AVENIDA BRASIL,143,,CENTRO,98801-590,SANTO ANGELO,RIO GRANDE DO SUL,IPIRANGA,DIESEL S10,R$ / litro,6.99,5/21/25
 24205708.000.147/1   -  ,WELLINGTON DAS NEVES SOBRINHO,DANIEL GÁS,RUA OITO,4588,,EMERENCIO,68540-000,CONCEICAO DO ARAGUAIA,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.00,5/21/25
 20844701.000.114/1   -  ,MAGNO CELSON PEREIRA DE SÁ,DISTRIBUIDORA DO MAGNO,AV DAS FLORES,511,ESQ C R DAS ACACIAS,SÃO FRANCISCO,78088-720,CUIABA,MATO GROSSO,COPA ENERGIA,GLP,R$ / 13 kg,125.00,5/20/25
 21476693.000.163/1   -  ,DISTRIBUIDORA DE GAS SASSA JR LTDA,SASSÁ JR GÁS,RUA ANTONIO DE PAULA MENDES,310,,BANDEIRANTES,36047-080,JUIZ DE FORA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,87.99,5/20/25
 23281721.000.112/1   -  ,DANILO GAS LTDA - ME,,RUA VEREADOR  LOURIVAL ARAÚJO,180,,DANILO PASSOS,35500-340,DIVINOPOLIS,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,105.00,5/19/25
 22585630.000.108/1   -  ,POSTO JARDIM VITORIA LTDA,,AVENIDA RAUL ALVES,18,,SANTO ANTONIO,48903-000,JUAZEIRO,BAHIA,VIBRA,GASOLINA COMUM,R$ / litro,6.61,5/21/25
 22585630.000.108/1   -  ,POSTO JARDIM VITORIA LTDA,,AVENIDA RAUL ALVES,18,,SANTO ANTONIO,48903-000,JUAZEIRO,BAHIA,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.81,5/21/25
 22585630.000.108/1   -  ,POSTO JARDIM VITORIA LTDA,,AVENIDA RAUL ALVES,18,,SANTO ANTONIO,48903-000,JUAZEIRO,BAHIA,VIBRA,DIESEL S10,R$ / litro,6.39,5/21/25
 22585630.000.108/1   -  ,POSTO JARDIM VITORIA LTDA,,AVENIDA RAUL ALVES,18,,SANTO ANTONIO,48903-000,JUAZEIRO,BAHIA,VIBRA,ETANOL,R$ / litro,5.15,5/21/25
 10773536.000.284/1   -  ,D. R. A. DERIVADO DE PETROLEO LTDA,,RUA VALERIO BOTELHO DE ANDRADE,284,,SAO FRANCISCO,69079-260,MANAUS,AMAZONAS,IPIRANGA,GASOLINA COMUM,R$ / litro,7.09,5/19/25
 10773536.000.284/1   -  ,D. R. A. DERIVADO DE PETROLEO LTDA,,RUA VALERIO BOTELHO DE ANDRADE,284,,SAO FRANCISCO,69079-260,MANAUS,AMAZONAS,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,7.29,5/19/25
 10773536.000.284/1   -  ,D. R. A. DERIVADO DE PETROLEO LTDA,,RUA VALERIO BOTELHO DE ANDRADE,284,,SAO FRANCISCO,69079-260,MANAUS,AMAZONAS,IPIRANGA,DIESEL S10,R$ / litro,6.89,5/19/25
 10773536.000.284/1   -  ,D. R. A. DERIVADO DE PETROLEO LTDA,,RUA VALERIO BOTELHO DE ANDRADE,284,,SAO FRANCISCO,69079-260,MANAUS,AMAZONAS,IPIRANGA,ETANOL,R$ / litro,5.49,5/19/25
 21009687.000.104/1   -  ,J BIRIBA COMERCIO E DISTRIBUIDORA DE GÁS E AGUA LTDA - ME,,PRAÇA   LEONARDO DE BARROS CARVALHO,102,,VILA NHOCUNE,03559-090,SAO PAULO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,110.00,5/21/25
 24333859.000.180/1   -  ,CPC DISTRIBUIDORA DE GAS LTDA,,RUA MARINS ALVARINO,544,LOJA  01,ITARARE,29047-660,VITORIA,ESPIRITO SANTO,ULTRAGAZ,GLP,R$ / 13 kg,120.00,5/19/25
 23777789.000.197/1   -  ,POSTO AVANT LTDA,,RUA SALDANHA DA GAMA,34,,HARMONIA,92310-630,CANOAS,RIO GRANDE DO SUL,IPIRANGA,GASOLINA COMUM,R$ / litro,5.99,5/21/25
 23777789.000.197/1   -  ,POSTO AVANT LTDA,,RUA SALDANHA DA GAMA,34,,HARMONIA,92310-630,CANOAS,RIO GRANDE DO SUL,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.39,5/21/25
 22849100.000.120/1   -  ,AUTO POSTO MASUT XI LTDA,,AVENIDA ANTONIO CARLOS PANIAGO,96,QUADRA06                  LOTE  10,VILA MANOEL ABRAO,75836-008,MINEIROS,GOIAS,RAIZEN,GASOLINA COMUM,R$ / litro,6.39,5/19/25
 22849100.000.120/1   -  ,AUTO POSTO MASUT XI LTDA,,AVENIDA ANTONIO CARLOS PANIAGO,96,QUADRA06                  LOTE  10,VILA MANOEL ABRAO,75836-008,MINEIROS,GOIAS,RAIZEN,GASOLINA ADITIVADA,R$ / litro,6.49,5/19/25
 22849100.000.120/1   -  ,AUTO POSTO MASUT XI LTDA,,AVENIDA ANTONIO CARLOS PANIAGO,96,QUADRA06                  LOTE  10,VILA MANOEL ABRAO,75836-008,MINEIROS,GOIAS,RAIZEN,DIESEL S500,R$ / litro,6.07,5/19/25
 22849100.000.120/1   -  ,AUTO POSTO MASUT XI LTDA,,AVENIDA ANTONIO CARLOS PANIAGO,96,QUADRA06                  LOTE  10,VILA MANOEL ABRAO,75836-008,MINEIROS,GOIAS,RAIZEN,DIESEL S10,R$ / litro,6.13,5/19/25
 22849100.000.120/1   -  ,AUTO POSTO MASUT XI LTDA,,AVENIDA ANTONIO CARLOS PANIAGO,96,QUADRA06                  LOTE  10,VILA MANOEL ABRAO,75836-008,MINEIROS,GOIAS,RAIZEN,ETANOL,R$ / litro,4.59,5/19/25
 23518263.000.192/1   -  ,FULL GÁS COMERCIO E TRANSPORTES DE GÁS LTDA - ME,BAMBI I,AVENIDA JOSÉ MENDONÇA DE CAMPOS,800,CASA 1 LT 01,MUTONDO,24450-260,SAO GONCALO,RIO DE JANEIRO,ULTRAGAZ,GLP,R$ / 13 kg,98.99,5/21/25
 24386721.000.140/1   -  ,I S COMERCIO DE GAS E AGUA EIRELI,I S EXPRESSO DISTRIBUIDORA,RUA   AIRAS SANTIAGO,45,,NOVA ESPERANÇA,69037-545,MANAUS,AMAZONAS,FOGAS,GLP,R$ / 13 kg,125.38,5/19/25
 23890586.000.102/1   -  ,LN ROMANO - EIRELI - ME,,AVENIDA CEL FERNANDO BARBOSA,800,QUADRA80                  LOTE  11,SETOR AEROPORTO,75650-000,MORRINHOS,GOIAS,BRANCA,GASOLINA COMUM,R$ / litro,5.99,5/22/25
 23890586.000.102/1   -  ,LN ROMANO - EIRELI - ME,,AVENIDA CEL FERNANDO BARBOSA,800,QUADRA80                  LOTE  11,SETOR AEROPORTO,75650-000,MORRINHOS,GOIAS,BRANCA,DIESEL S500,R$ / litro,5.84,5/22/25
 23890586.000.102/1   -  ,LN ROMANO - EIRELI - ME,,AVENIDA CEL FERNANDO BARBOSA,800,QUADRA80                  LOTE  11,SETOR AEROPORTO,75650-000,MORRINHOS,GOIAS,BRANCA,DIESEL S10,R$ / litro,5.89,5/22/25
 23890586.000.102/1   -  ,LN ROMANO - EIRELI - ME,,AVENIDA CEL FERNANDO BARBOSA,800,QUADRA80                  LOTE  11,SETOR AEROPORTO,75650-000,MORRINHOS,GOIAS,BRANCA,ETANOL,R$ / litro,4.09,5/22/25
 24423189.000.193/1   -  ,A.P. VALADARES - DISTRIBUIDORA - ME,,RUA   FRANCISCO BARBETTA,76,,CONJUNTO HABITACIONAL SÃO DEOCLECIANO,15057-390,SAO JOSE DO RIO PRETO,SAO PAULO,BRANCA,GLP,R$ / 13 kg,130.00,5/22/25
 15787582.000.175/1   -  ,AUTO POSTO JK LTDA,,AVENIDA JUSCELINO KUBITSCHEK,1792,QUADRA0                   BLOCO 09                  LOTE  103,SETOR 02,76873-238,ARIQUEMES,RONDONIA,EQUADOR,GASOLINA COMUM,R$ / litro,6.89,5/22/25
 15787582.000.175/1   -  ,AUTO POSTO JK LTDA,,AVENIDA JUSCELINO KUBITSCHEK,1792,QUADRA0                   BLOCO 09                  LOTE  103,SETOR 02,76873-238,ARIQUEMES,RONDONIA,EQUADOR,GASOLINA ADITIVADA,R$ / litro,6.89,5/22/25
 15787582.000.175/1   -  ,AUTO POSTO JK LTDA,,AVENIDA JUSCELINO KUBITSCHEK,1792,QUADRA0                   BLOCO 09                  LOTE  103,SETOR 02,76873-238,ARIQUEMES,RONDONIA,EQUADOR,DIESEL S500,R$ / litro,6.46,5/22/25
 15787582.000.175/1   -  ,AUTO POSTO JK LTDA,,AVENIDA JUSCELINO KUBITSCHEK,1792,QUADRA0                   BLOCO 09                  LOTE  103,SETOR 02,76873-238,ARIQUEMES,RONDONIA,EQUADOR,DIESEL S10,R$ / litro,6.49,5/22/25
 20705427.000.100/1   -  ,CEZAR COMERCIO DE COMBUSTIVEIS LTDA,,RUA EDGARD SCHIMMELPFENG,214,,CENTRO CIVICO,85863-220,FOZ DO IGUACU,PARANA,IPIRANGA,GASOLINA COMUM,R$ / litro,6.19,5/20/25
 20705427.000.100/1   -  ,CEZAR COMERCIO DE COMBUSTIVEIS LTDA,,RUA EDGARD SCHIMMELPFENG,214,,CENTRO CIVICO,85863-220,FOZ DO IGUACU,PARANA,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.29,5/20/25
 20705427.000.100/1   -  ,CEZAR COMERCIO DE COMBUSTIVEIS LTDA,,RUA EDGARD SCHIMMELPFENG,214,,CENTRO CIVICO,85863-220,FOZ DO IGUACU,PARANA,IPIRANGA,DIESEL S500,R$ / litro,6.14,5/20/25
 20705427.000.100/1   -  ,CEZAR COMERCIO DE COMBUSTIVEIS LTDA,,RUA EDGARD SCHIMMELPFENG,214,,CENTRO CIVICO,85863-220,FOZ DO IGUACU,PARANA,IPIRANGA,DIESEL S10,R$ / litro,6.14,5/20/25
 20705427.000.100/1   -  ,CEZAR COMERCIO DE COMBUSTIVEIS LTDA,,RUA EDGARD SCHIMMELPFENG,214,,CENTRO CIVICO,85863-220,FOZ DO IGUACU,PARANA,IPIRANGA,ETANOL,R$ / litro,4.09,5/20/25
 5975254.000.220/1   -  ,F. J. MACHADO DE OLIVEIRA - ME,RAFAEL GAS,RUA   CLODOALDO DA SILVA MATIAS,2703,,JARDIM FELICIDADE,68909-067,MACAPA,AMAPA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,129.00,5/19/25
 24307836.000.100/1   -  ,EDUARDO SILVA DAMASCENA 41365950263,,RUA   FRANCISCO MELO,35,,JAPIIM,69078-500,MANAUS,AMAZONAS,AMAZONGÁS,GLP,R$ / 13 kg,120.00,5/19/25
 23485863.000.100/1   -  ,ROBERSON LIMA GUIMARAES - EPP,,RUA DOUTOR  ERNESTO ADOLFO (B NOVAS),34,,CIDADE NOVA,69090-322,MANAUS,AMAZONAS,FOGAS,GLP,R$ / 13 kg,130.00,5/20/25
 23815289.000.100/1   -  ,ATLANTICO COM VAREJISTA DE COMBUSTIVEIS EIRELI,,AVENIDA RAYMUNDO SA BARRETO,S/N,KM    2 5,JARDIM SAVOIA,45658-250,ILHEUS,BAHIA,RAIZEN,GASOLINA COMUM,R$ / litro,6.43,5/21/25
 23815289.000.100/1   -  ,ATLANTICO COM VAREJISTA DE COMBUSTIVEIS EIRELI,,AVENIDA RAYMUNDO SA BARRETO,S/N,KM    2 5,JARDIM SAVOIA,45658-250,ILHEUS,BAHIA,RAIZEN,GASOLINA ADITIVADA,R$ / litro,6.63,5/21/25
 23815289.000.100/1   -  ,ATLANTICO COM VAREJISTA DE COMBUSTIVEIS EIRELI,,AVENIDA RAYMUNDO SA BARRETO,S/N,KM    2 5,JARDIM SAVOIA,45658-250,ILHEUS,BAHIA,RAIZEN,DIESEL S10,R$ / litro,6.89,5/21/25
 23815289.000.100/1   -  ,ATLANTICO COM VAREJISTA DE COMBUSTIVEIS EIRELI,,AVENIDA RAYMUNDO SA BARRETO,S/N,KM    2 5,JARDIM SAVOIA,45658-250,ILHEUS,BAHIA,RAIZEN,ETANOL,R$ / litro,4.79,5/21/25
 24496441.000.194/1   -  ,MG JABOTICABAL AUTO POSTO LTDA,,AVENIDA BENTO VIEIRA,258,,CENTRO,14870-085,JABOTICABAL,SAO PAULO,BRANCA,GASOLINA ADITIVADA,R$ / litro,6.35,5/21/25
 24496441.000.194/1   -  ,MG JABOTICABAL AUTO POSTO LTDA,,AVENIDA BENTO VIEIRA,258,,CENTRO,14870-085,JABOTICABAL,SAO PAULO,BRANCA,DIESEL S10,R$ / litro,5.69,5/21/25
 24496441.000.194/1   -  ,MG JABOTICABAL AUTO POSTO LTDA,,AVENIDA BENTO VIEIRA,258,,CENTRO,14870-085,JABOTICABAL,SAO PAULO,BRANCA,ETANOL,R$ / litro,4.09,5/21/25
 24052745.000.162/1   -  ,AUTO POSTO IAVE ADONAI LTDA,,RUA MONSENHOR FELIPPO,170,,CENTRO,12501-410,GUARATINGUETA,SAO PAULO,BRANCA,GASOLINA COMUM,R$ / litro,5.94,5/20/25
 24052745.000.162/1   -  ,AUTO POSTO IAVE ADONAI LTDA,,RUA MONSENHOR FELIPPO,170,,CENTRO,12501-410,GUARATINGUETA,SAO PAULO,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.94,5/20/25
 24052745.000.162/1   -  ,AUTO POSTO IAVE ADONAI LTDA,,RUA MONSENHOR FELIPPO,170,,CENTRO,12501-410,GUARATINGUETA,SAO PAULO,BRANCA,DIESEL S500,R$ / litro,5.99,5/20/25
 24052745.000.162/1   -  ,AUTO POSTO IAVE ADONAI LTDA,,RUA MONSENHOR FELIPPO,170,,CENTRO,12501-410,GUARATINGUETA,SAO PAULO,BRANCA,ETANOL,R$ / litro,4.04,5/20/25
 24355874.000.120/1   -  ,SUPEROCEANICA REVENDEDORA DE GAS LTDA,SUPERGÁS,AVENIDA EWERTON XAVIER,3238,LOTE  520                 QUADRA157                 GALPAO,ITAIPU,24340-105,NITEROI,RIO DE JANEIRO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,87.99,5/22/25
 20136199.000.197/1   -  ,J C R SCHMIDT - ME,DISTRIBUIDORA UNIÃO,ALAMEDA ARPO,1660,,OURO FINO,83091-002,SAO JOSE DOS PINHAIS,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,102.00,5/22/25
 23934139.000.108/1   -  ,OURO GAS LTDA,,QUADRA QS 5 RUA 311,.,LOTE 11,AREAL AGUAS CLARAS,71964-180,BRASILIA,DISTRITO FEDERAL,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,94.99,5/22/25
 24423589.000.107/1   -  ,PERI PERI COMERCIO DE GÁS LTDA - EPP,,AVENIDA MINISTRO LAUDO FERREIRA DE CAMARGO,167,,JARDIM PERI PERI,05537-001,SAO PAULO,SAO PAULO,BRANCA,GLP,R$ / 13 kg,105.00,5/19/25
 23705813.000.182/1   -  ,RAJE GAS COMERCIO DE GAS LTDA,VENERANDO GAS,RUA DONATO BAUTI,137,,ARTHUR BERNARDES,37200-000,LAVRAS,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,112.00,5/22/25
 22235437.000.147/1   -  ,HILARIO LUIZ RODRIGUES DA SILVA - ME,GÁS SANTANA,AVENIDA DOS IMIGRANTES,893,,QUINTA DA BOA VISTA,96505-141,CACHOEIRA DO SUL,RIO GRANDE DO SUL,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,100.00,5/19/25
 17119240.000.102/1   -  ,E. P. O. COMERCIO DE DERIVADOS DE PETROLEO LTDA,,ESTRADA MANOEL URBANO,3990,,MORADA DO SOL,69402-292,MANACAPURU,AMAZONAS,FOGAS,GLP,R$ / 13 kg,135.00,5/22/25
 17119240.000.102/1   -  ,E. P. O. COMERCIO DE DERIVADOS DE PETROLEO LTDA,,ESTRADA MANOEL URBANO,3990,,MORADA DO SOL,69402-292,MANACAPURU,AMAZONAS,VIBRA,GASOLINA COMUM,R$ / litro,6.96,5/22/25
 17119240.000.102/1   -  ,E. P. O. COMERCIO DE DERIVADOS DE PETROLEO LTDA,,ESTRADA MANOEL URBANO,3990,,MORADA DO SOL,69402-292,MANACAPURU,AMAZONAS,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.96,5/22/25
 17119240.000.102/1   -  ,E. P. O. COMERCIO DE DERIVADOS DE PETROLEO LTDA,,ESTRADA MANOEL URBANO,3990,,MORADA DO SOL,69402-292,MANACAPURU,AMAZONAS,VIBRA,DIESEL S500,R$ / litro,6.65,5/22/25
 17119240.000.102/1   -  ,E. P. O. COMERCIO DE DERIVADOS DE PETROLEO LTDA,,ESTRADA MANOEL URBANO,3990,,MORADA DO SOL,69402-292,MANACAPURU,AMAZONAS,VIBRA,DIESEL S10,R$ / litro,6.65,5/22/25
 17119240.000.102/1   -  ,E. P. O. COMERCIO DE DERIVADOS DE PETROLEO LTDA,,ESTRADA MANOEL URBANO,3990,,MORADA DO SOL,69402-292,MANACAPURU,AMAZONAS,VIBRA,ETANOL,R$ / litro,5.39,5/22/25
 19281374.000.150/1   -  ,LAONE ROSA DOS SANTOS,,RUA DOM  FELICIANO,1113,,CENTRAL,94065-000,GRAVATAI,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,119.00,5/22/25
 11430412.000.420/1   -  ,3 VIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,,AVENIDA VALERIANO DE CASTRO,20,,SETOR NORDESTE,73807-180,FORMOSA,GOIAS,BRANCA,GASOLINA COMUM,R$ / litro,6.69,5/19/25
 11430412.000.420/1   -  ,3 VIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,,AVENIDA VALERIANO DE CASTRO,20,,SETOR NORDESTE,73807-180,FORMOSA,GOIAS,BRANCA,DIESEL S500,R$ / litro,6.19,5/19/25
 11430412.000.420/1   -  ,3 VIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,,AVENIDA VALERIANO DE CASTRO,20,,SETOR NORDESTE,73807-180,FORMOSA,GOIAS,BRANCA,DIESEL S10,R$ / litro,6.19,5/19/25
 11430412.000.420/1   -  ,3 VIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,,AVENIDA VALERIANO DE CASTRO,20,,SETOR NORDESTE,73807-180,FORMOSA,GOIAS,BRANCA,ETANOL,R$ / litro,4.79,5/19/25
 24292800.000.191/1   -  ,BITURY GAS LTDA,BITURY GAS,RUA   BENJAMIN CONSTANT,172,,SÃO PEDRO,55155-370,BELO JARDIM,PERNAMBUCO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,94.00,5/19/25
 15419363.000.133/1   -  ,R G CARNEIRO,R M DISTRIBUIDORA,AV ANASTACIO BRAGA,3155,,CENTRO,62500-000,ITAPIPOCA,CEARA,BAHIANA,GLP,R$ / 13 kg,97.00,5/21/25
 14216598.000.165/1   -  ,JOEL OZORIO SILVA EIRELI - ME,,RUA BELA VISTA,995,,JARDIM ÁGUA BOA,79811-080,DOURADOS,MATO GROSSO DO SUL,BRANCA,GLP,R$ / 13 kg,108.00,5/19/25
 23875520.000.143/1   -  ,ULTRA MAIS GAS LTDA,ULTRA MAIS GÁS,RUA ECOCATU,SN,QUADRA36                  LOTE  12,JARDIM HELVECIA,74933-310,APARECIDA DE GOIANIA,GOIAS,BRANCA,GLP,R$ / 13 kg,98.00,5/19/25
 24431749.000.151/1   -  ,ROSSO & ROSSO COMERCIO DE COMBUSTIVEIS LTDA - ME,,RUA MARECHAL DEODORO,529,,CENTRO,88801-110,CRICIUMA,SANTA CATARINA,RAIZEN MIME,GASOLINA COMUM,R$ / litro,6.57,5/20/25
